reference_no,account_number,country,currency,customer_name,balance,transfer_type,date,month,weekday,time,time_range,amount
CUS-2370108457,ACC-2014856841,Malaysia,MYR,Patrick,265133.75,INTER BANK,10/18/2021,October,Mon,13:43:03,Afternoon,684
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,7149.47,POS,10/18/2021,October,Mon,15:02:39,Afternoon,14.21
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1593.85,SALES-POS,10/18/2021,October,Mon,7:17:35,Morning,21.83
CUS-2317998716,ACC-2171593283,Malaysia,MYR,Fernando,17791.1,PAYMENT,10/18/2021,October,Mon,18:15:36,Evening,33
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1424.45,PAYMENT,10/18/2021,October,Mon,1:12:46,Morning,18
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,7103.47,PAYMENT,10/18/2021,October,Mon,7:11:37,Morning,46
CUS-497688347,ACC-211792489,Malaysia,MYR,Jacqueline,3121.46,PAYMENT,10/18/2021,October,Mon,5:20:11,Morning,47
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1566.92,POS,10/18/2021,October,Mon,12:10:45,Afternoon,26.93
CUS-2155701614,ACC-2231965366,Malaysia,MYR,Linda,22915.05,PAYMENT,10/18/2021,October,Mon,6:40:14,Morning,33
CUS-2484453271,ACC-4274272854,Malaysia,MYR,Timothy,8438.24,PAYMENT,10/18/2021,October,Mon,22:37:18,Night,71
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,9307.7,PAYMENT,10/18/2021,October,Mon,18:42:35,Evening,121
CUS-3174332735,ACC-2259139624,Malaysia,MYR,Cindy,17181.78,INTER BANK,10/18/2021,October,Mon,1:16:00,Morning,22
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1555.55,POS,10/18/2021,October,Mon,8:58:14,Morning,11.37
CUS-4123612273,ACC-2776252858,Malaysia,MYR,Kristin,8773.27,PAYMENT,10/18/2021,October,Mon,8:34:11,Morning,43
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,7086.32,POS,10/18/2021,October,Mon,23:36:34,Night,17.15
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,21913.74,POS,10/18/2021,October,Mon,16:32:08,Evening,27.06
CUS-423725039,ACC-2153562714,Malaysia,MYR,Linda,6470.66,POS,10/18/2021,October,Mon,13:13:12,Afternoon,17.02
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,4982.9,POS,10/18/2021,October,Mon,18:09:27,Evening,22.85
CUS-4023861240,ACC-854938045,Malaysia,MYR,James,14159.87,POS,10/18/2021,October,Mon,9:29:44,Morning,42.94
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,9775.02,SALES-POS,10/18/2021,October,Mon,14:19:33,Afternoon,19.62
CUS-2599279756,ACC-414431115,Malaysia,MYR,Amy,5618.15,POS,10/18/2021,October,Mon,12:58:01,Afternoon,27.26
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,9757.78,SALES-POS,10/18/2021,October,Mon,14:55:31,Afternoon,17.24
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,27670.77,PAYMENT,10/18/2021,October,Mon,2:55:40,Morning,27
CUS-325142416,ACC-1516130869,Malaysia,MYR,Jessica,6982.14,INTER BANK,10/18/2021,October,Mon,12:17:38,Afternoon,39
CUS-331942311,ACC-2265520058,Malaysia,MYR,Catherine,5850.61,PAYMENT,10/18/2021,October,Mon,4:48:24,Morning,124
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,4967.57,POS,10/18/2021,October,Mon,18:08:59,Evening,15.33
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,9738.57,SALES-POS,10/18/2021,October,Mon,14:51:58,Afternoon,19.21
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,7077.08,POS,10/18/2021,October,Mon,13:38:06,Afternoon,9.24
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,6463,POS,10/18/2021,October,Mon,9:55:01,Morning,140.69
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1402.47,SALES-POS,10/18/2021,October,Mon,15:21:11,Afternoon,21.98
CUS-1433879684,ACC-3541460373,Malaysia,MYR,Jeffrey,4217.49,POS,10/18/2021,October,Mon,7:51:16,Morning,31.35
CUS-2599279756,ACC-414431115,Malaysia,MYR,Amy,5601.65,POS,10/18/2021,October,Mon,22:19:30,Night,16.5
CUS-860700529,ACC-1903037542,Malaysia,MYR,Jeffrey,4463.82,POS,10/18/2021,October,Mon,22:24:22,Night,9.85
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,3745.75,SALES-POS,10/18/2021,October,Mon,7:16:19,Morning,18.6
CUS-2599279756,ACC-414431115,Malaysia,MYR,Amy,5560.5,SALES-POS,10/18/2021,October,Mon,20:31:31,Night,41.15
CUS-3129499595,ACC-1443681913,Malaysia,MYR,Ryan,4660.95,POS,10/18/2021,October,Mon,7:32:53,Morning,16.5
CUS-2599279756,ACC-414431115,Malaysia,MYR,Amy,5523.55,POS,10/18/2021,October,Mon,17:37:54,Evening,36.95
CUS-2283904812,ACC-2107684084,Malaysia,MYR,Richard,10383.99,POS,10/18/2021,October,Mon,1:07:32,Morning,17.86
CUS-331942311,ACC-2265520058,Malaysia,MYR,Catherine,5766.61,PAYMENT,10/18/2021,October,Mon,18:32:22,Evening,84
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,15157.33,POS,10/18/2021,October,Mon,12:48:35,Afternoon,15.19
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,4952.72,SALES-POS,10/18/2021,October,Mon,16:59:02,Evening,14.85
CUS-860700529,ACC-1903037542,Malaysia,MYR,Jeffrey,4448.88,POS,10/18/2021,October,Mon,3:07:24,Morning,14.94
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1389.1,POS,10/18/2021,October,Mon,12:03:52,Afternoon,13.37
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,27595.77,PAYMENT,10/18/2021,October,Mon,17:13:12,Evening,75
CUS-1433879684,ACC-3541460373,Malaysia,MYR,Jeffrey,4176.49,PAYMENT,10/18/2021,October,Mon,11:04:38,Morning,41
CUS-2348881191,ACC-3536132544,Malaysia,MYR,Heather,8727.47,PAY/SALARY,10/18/2021,October,Mon,15:13:37,Afternoon,2101.51
CUS-2630892467,ACC-4163822186,Malaysia,MYR,Karen,11050.06,PAY/SALARY,10/18/2021,October,Mon,1:53:27,Morning,920.71
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,7419.58,INTER BANK,10/18/2021,October,Mon,14:38:13,Afternoon,24
CUS-3174332735,ACC-2259139624,Malaysia,MYR,Cindy,20858.72,PAY/SALARY,10/18/2021,October,Mon,4:32:04,Morning,3676.94
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,8360.07,PAYMENT,10/18/2021,October,Mon,12:01:27,Afternoon,46
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,6441.35,SALES-POS,10/18/2021,October,Mon,21:29:55,Night,21.65
CUS-586638664,ACC-574997646,Malaysia,MYR,Mackenzie,5062.27,SALES-POS,10/18/2021,October,Mon,20:48:45,Night,14.22
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1376.35,SALES-POS,10/18/2021,October,Mon,7:01:41,Morning,12.75
CUS-883482547,ACC-1710017148,Malaysia,MYR,Michelle,17530.92,SALES-POS,10/18/2021,October,Mon,5:48:02,Morning,10.63
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,3721.81,SALES-POS,10/18/2021,October,Mon,12:57:20,Afternoon,23.94
CUS-1462656821,ACC-588564840,Malaysia,MYR,Isaiah,20873.04,POS,10/18/2021,October,Mon,2:46:32,Morning,23.47
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,15122.67,SALES-POS,10/18/2021,October,Mon,16:17:28,Evening,34.66
CUS-1646183815,ACC-721712940,Malaysia,MYR,Andrew,58087.74,PAY/SALARY,10/18/2021,October,Mon,13:47:02,Afternoon,782.42
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,12625.91,PAY/SALARY,10/18/2021,October,Mon,13:49:23,Afternoon,2887.34
CUS-527400765,ACC-3879258709,Malaysia,MYR,Natasha,205854.63,PHONE BANK,10/18/2021,October,Mon,23:35:36,Night,41
CUS-537508723,ACC-966140392,Malaysia,MYR,Joseph,9940.49,PAYMENT,10/18/2021,October,Mon,9:08:01,Morning,35
CUS-2059096722,ACC-964839203,Malaysia,MYR,Michael,39841.94,SALES-POS,10/18/2021,October,Mon,11:09:36,Morning,13.78
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,21887.62,POS,10/18/2021,October,Mon,23:05:27,Night,26.12
CUS-586638664,ACC-574997646,Malaysia,MYR,Mackenzie,5053.66,SALES-POS,10/18/2021,October,Mon,2:58:31,Morning,8.61
CUS-2484453271,ACC-4274272854,Malaysia,MYR,Timothy,8423.24,PAYMENT,10/18/2021,October,Mon,17:00:42,Evening,15
CUS-3904958894,ACC-1243371644,Malaysia,MYR,Gregory,6599.68,PAY/SALARY,10/18/2021,October,Mon,2:42:57,Morning,1681.58
CUS-511326734,ACC-2897221629,Malaysia,MYR,Scott,7683.26,INTER BANK,10/18/2021,October,Mon,18:25:59,Evening,94
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,11485.94,SALES-POS,10/18/2021,October,Mon,4:37:52,Morning,7.26
CUS-261674136,ACC-240804743,Malaysia,MYR,Kenneth,22150.35,POS,10/18/2021,October,Mon,0:35:51,Morning,26.1
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,16216.09,PAYMENT,10/18/2021,October,Mon,10:02:51,Morning,60
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,9739.88,PAY/SALARY,10/18/2021,October,Mon,2:28:11,Morning,2320.3
CUS-3431016847,ACC-1424176027,Malaysia,MYR,Donald,10185.91,PAY/SALARY,10/18/2021,October,Mon,16:20:47,Evening,1928.97
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,2102.04,POS,10/18/2021,October,Mon,22:36:54,Night,3.87
CUS-2599279756,ACC-414431115,Malaysia,MYR,Amy,5504.09,SALES-POS,10/18/2021,October,Mon,12:12:42,Afternoon,19.46
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,2090.98,POS,10/18/2021,October,Mon,6:22:49,Morning,11.06
CUS-1646621553,ACC-1973887809,Malaysia,MYR,Antonio,7829.75,POS,10/18/2021,October,Mon,5:51:10,Morning,13.54
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,4935.17,POS,10/18/2021,October,Mon,23:06:14,Night,17.55
CUS-880898248,ACC-2970114956,Malaysia,MYR,Robert,11220.75,SALES-POS,10/18/2021,October,Mon,15:21:00,Afternoon,7.85
CUS-1233833708,ACC-2988263882,Malaysia,MYR,Michael,7218.79,PAY/SALARY,10/18/2021,October,Mon,4:08:35,Morning,596.33
CUS-1604596597,ACC-1683215619,Malaysia,MYR,Barry,9344.75,PAY/SALARY,10/18/2021,October,Mon,3:15:55,Morning,2500
CUS-1604596597,ACC-1683215619,Malaysia,MYR,Barry,11844.75,PAY/SALARY,10/18/2021,October,Mon,23:39:50,Night,2500
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,4976.07,PAYMENT,10/18/2021,October,Mon,7:05:09,Morning,33
CUS-2500783281,ACC-1650504218,Malaysia,MYR,Marissa,16833.36,PAYMENT,10/18/2021,October,Mon,23:29:19,Night,150
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,21730.31,POS,10/18/2021,October,Mon,19:36:03,Evening,157.31
CUS-4023861240,ACC-854938045,Malaysia,MYR,James,14116.41,POS,10/18/2021,October,Mon,14:16:48,Afternoon,43.46
CUS-860700529,ACC-1903037542,Malaysia,MYR,Jeffrey,4221.23,POS,10/18/2021,October,Mon,23:39:02,Night,227.65
CUS-1388323263,ACC-2920611728,Malaysia,MYR,Tyler,10027.24,SALES-POS,10/18/2021,October,Mon,17:03:58,Evening,37.91
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,9298.17,SALES-POS,10/18/2021,October,Mon,0:06:15,Morning,9.53
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,16200.23,POS,10/18/2021,October,Mon,18:21:55,Evening,15.86
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,6399.06,POS,10/18/2021,October,Mon,13:22:23,Afternoon,42.29
CUS-1140341822,ACC-80388494,Malaysia,MYR,Dustin,5846.99,SALES-POS,10/18/2021,October,Mon,14:02:42,Afternoon,1271.46
CUS-2031327464,ACC-602667573,Malaysia,MYR,Michael,20140.91,INTER BANK,10/18/2021,October,Mon,17:40:41,Evening,78
CUS-3201519139,ACC-3881031190,Malaysia,MYR,Richard,8501.79,PAY/SALARY,10/18/2021,October,Mon,3:33:46,Morning,916.75
CUS-2505971401,ACC-2528867619,Malaysia,MYR,Abigail,17757.68,SALES-POS,10/18/2021,October,Mon,0:57:12,Morning,17.36
CUS-880898248,ACC-2970114956,Malaysia,MYR,Robert,11188.13,SALES-POS,10/18/2021,October,Mon,19:03:56,Evening,32.62
CUS-586638664,ACC-574997646,Malaysia,MYR,Mackenzie,5036.47,SALES-POS,10/18/2021,October,Mon,1:16:11,Morning,17.19
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,15064.41,POS,10/18/2021,October,Mon,2:05:22,Morning,58.26
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,12610.91,PAYMENT,10/18/2021,October,Mon,20:30:09,Night,15
CUS-3174332735,ACC-2259139624,Malaysia,MYR,Cindy,20693.72,PAYMENT,10/18/2021,October,Mon,20:23:04,Night,165
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,11252.52,PAYMENT,10/18/2021,October,Mon,19:51:39,Evening,29
CUS-3702001629,ACC-154431271,Malaysia,MYR,Lori,3460.03,PAY/SALARY,10/18/2021,October,Mon,11:37:11,Morning,1537.68
CUS-3989008654,ACC-3941181087,Malaysia,MYR,Paul,14907.43,PAY/SALARY,10/18/2021,October,Mon,16:54:24,Evening,2687.85
CUS-4142663097,ACC-958000567,Malaysia,MYR,Sandra,11667.85,PAYMENT,10/18/2021,October,Mon,13:01:45,Afternoon,37
CUS-72755508,ACC-53508546,Malaysia,MYR,Kimberly,6560.03,PAY/SALARY,10/18/2021,October,Mon,15:39:54,Afternoon,725.32
CUS-3129499595,ACC-1443681913,Malaysia,MYR,Ryan,4641.29,SALES-POS,10/18/2021,October,Mon,13:33:40,Afternoon,19.66
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,16153.12,SALES-POS,10/18/2021,October,Mon,22:03:10,Night,47.11
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,9719.87,SALES-POS,10/18/2021,October,Mon,6:43:45,Morning,20.01
CUS-2059096722,ACC-964839203,Malaysia,MYR,Michael,39831.69,SALES-POS,10/18/2021,October,Mon,15:32:01,Afternoon,10.25
CUS-1462656821,ACC-588564840,Malaysia,MYR,Isaiah,20832.04,PAYMENT,10/18/2021,October,Mon,17:36:00,Evening,41
CUS-1604596597,ACC-1683215619,Malaysia,MYR,Barry,11795.75,PAYMENT,10/18/2021,October,Mon,13:30:06,Afternoon,49
CUS-527400765,ACC-3879258709,Malaysia,MYR,Natasha,205833.63,PAYMENT,10/18/2021,October,Mon,19:56:01,Evening,21
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,9287.42,SALES-POS,10/18/2021,October,Mon,23:43:44,Night,10.75
CUS-2370108457,ACC-2014856841,Malaysia,MYR,Patrick,264998.56,POS,10/18/2021,October,Mon,18:32:01,Evening,135.19
CUS-2110742437,ACC-2270192619,Malaysia,MYR,Darren,17267.63,SALES-POS,10/18/2021,October,Mon,0:20:09,Morning,15.64
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,2040.98,PAYMENT,10/18/2021,October,Mon,0:25:17,Morning,50
CUS-2370108457,ACC-2014856841,Malaysia,MYR,Patrick,264948.56,PAYMENT,10/18/2021,October,Mon,9:49:55,Morning,50
CUS-2059096722,ACC-964839203,Malaysia,MYR,Michael,39804.6,SALES-POS,10/18/2021,October,Mon,1:09:56,Morning,27.09
CUS-1928710999,ACC-3084464802,Malaysia,MYR,Susan,10843.06,POS,10/18/2021,October,Mon,23:11:30,Night,10.47
CUS-2505971401,ACC-2528867619,Malaysia,MYR,Abigail,17730.91,SALES-POS,10/18/2021,October,Mon,15:05:19,Afternoon,26.77
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,6370.68,SALES-POS,10/18/2021,October,Mon,5:55:31,Morning,28.38
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,16092.06,POS,10/18/2021,October,Mon,9:19:52,Morning,61.06
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,12569.91,PAYMENT,10/18/2021,October,Mon,6:04:49,Morning,41
CUS-1140341822,ACC-80388494,Malaysia,MYR,Dustin,5834.75,POS,10/18/2021,October,Mon,13:16:07,Afternoon,12.24
CUS-423725039,ACC-2153562714,Malaysia,MYR,Linda,6466.43,SALES-POS,10/18/2021,October,Mon,21:49:05,Night,4.23
CUS-4023861240,ACC-854938045,Malaysia,MYR,James,14058.41,PHONE BANK,10/18/2021,October,Mon,10:40:13,Morning,58
CUS-2663907001,ACC-3827517394,Malaysia,MYR,Craig,43874.77,POS,10/18/2021,October,Mon,23:26:40,Night,17.68
CUS-2663907001,ACC-3827517394,Malaysia,MYR,Craig,43788.56,SALES-POS,10/18/2021,October,Mon,14:28:35,Afternoon,86.21
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,6353.98,SALES-POS,10/18/2021,October,Mon,3:13:45,Morning,16.7
CUS-1140341822,ACC-80388494,Malaysia,MYR,Dustin,5828.02,SALES-POS,10/18/2021,October,Mon,16:22:08,Evening,6.73
CUS-1220154422,ACC-3741880913,Malaysia,MYR,Ashley,11862.79,PAYMENT,10/18/2021,October,Mon,11:07:02,Morning,32
CUS-1896554896,ACC-90814749,Malaysia,MYR,Christopher,11198.53,PAYMENT,10/18/2021,October,Mon,9:02:28,Morning,36
CUS-331942311,ACC-2265520058,Malaysia,MYR,Catherine,5733.61,PAYMENT,10/18/2021,October,Mon,5:00:20,Morning,33
CUS-3462882033,ACC-1056639002,Malaysia,MYR,Michael,53366.53,PAYMENT,10/18/2021,October,Mon,7:36:29,Morning,163
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,4925.68,POS,10/18/2021,October,Mon,16:47:56,Evening,9.49
CUS-72755508,ACC-53508546,Malaysia,MYR,Kimberly,6554.84,POS,10/18/2021,October,Mon,16:10:45,Evening,5.19
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,3665.98,POS,10/18/2021,October,Mon,9:35:57,Morning,55.83
CUS-2376382098,ACC-354106658,Malaysia,MYR,Christine,23723.54,PAYMENT,10/18/2021,October,Mon,1:54:52,Morning,52
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,65610.02,INTER BANK,10/18/2021,October,Mon,1:56:02,Morning,59
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1951.87,SALES-POS,10/18/2021,October,Mon,17:34:48,Evening,89.11
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1926.87,POS,10/18/2021,October,Mon,2:59:20,Morning,25
CUS-1928710999,ACC-3084464802,Malaysia,MYR,Susan,10825.63,POS,10/19/2021,October,Tue,12:49:22,Afternoon,17.43
CUS-880898248,ACC-2970114956,Malaysia,MYR,Robert,11177.83,SALES-POS,10/19/2021,October,Tue,21:07:08,Night,10.3
CUS-1433879684,ACC-3541460373,Malaysia,MYR,Jeffrey,4122.66,POS,10/19/2021,October,Tue,4:36:41,Morning,53.83
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,15051.58,SALES-POS,10/19/2021,October,Tue,8:23:40,Morning,12.83
CUS-880898248,ACC-2970114956,Malaysia,MYR,Robert,11159.53,POS,10/19/2021,October,Tue,12:05:27,Afternoon,18.3
CUS-1140341822,ACC-80388494,Malaysia,MYR,Dustin,5810.53,POS,10/19/2021,October,Tue,1:54:53,Morning,17.49
CUS-1604596597,ACC-1683215619,Malaysia,MYR,Barry,11736.75,PAYMENT,10/19/2021,October,Tue,20:50:39,Night,59
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,15008.58,PAYMENT,10/19/2021,October,Tue,20:16:57,Night,43
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,21707.31,PAYMENT,10/19/2021,October,Tue,6:29:34,Morning,23
CUS-883482547,ACC-1710017148,Malaysia,MYR,Michelle,17490.92,PAYMENT,10/19/2021,October,Tue,20:48:57,Night,40
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,4950.49,SALES-POS,10/19/2021,October,Tue,14:25:39,Afternoon,25.58
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,14985.91,SALES-POS,10/19/2021,October,Tue,22:22:19,Night,22.67
CUS-1928710999,ACC-3084464802,Malaysia,MYR,Susan,10790.92,POS,10/19/2021,October,Tue,2:20:44,Morning,34.71
CUS-1499065773,ACC-1344825761,Malaysia,MYR,Sarah,22438.41,PAYMENT,10/19/2021,October,Tue,11:40:56,Morning,155
CUS-2663907001,ACC-3827517394,Malaysia,MYR,Craig,43723.56,PAYMENT,10/19/2021,October,Tue,10:06:50,Morning,65
CUS-527400765,ACC-3879258709,Malaysia,MYR,Natasha,205664.63,PAYMENT,10/19/2021,October,Tue,7:21:39,Morning,169
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,65499.02,PAYMENT,10/19/2021,October,Tue,14:51:28,Afternoon,111
CUS-3989008654,ACC-3941181087,Malaysia,MYR,Paul,14879.43,PAYMENT,10/19/2021,October,Tue,6:53:14,Morning,28
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,8109.06,PAYMENT,10/19/2021,October,Tue,18:38:00,Evening,28
CUS-1646621553,ACC-1973887809,Malaysia,MYR,Antonio,7804.94,SALES-POS,10/19/2021,October,Tue,19:25:20,Evening,24.81
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,21690.31,PAYMENT,10/19/2021,October,Tue,10:15:26,Morning,17
CUS-3989008654,ACC-3941181087,Malaysia,MYR,Paul,14687.43,INTER BANK,10/19/2021,October,Tue,19:06:17,Evening,192
CUS-497688347,ACC-211792489,Malaysia,MYR,Jacqueline,2953.46,PAYMENT,10/19/2021,October,Tue,18:57:06,Evening,168
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,4925.95,POS,10/19/2021,October,Tue,23:46:04,Night,24.54
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1539.7,POS,10/19/2021,October,Tue,23:17:21,Night,15.85
CUS-2505971401,ACC-2528867619,Malaysia,MYR,Abigail,17681.43,SALES-POS,10/19/2021,October,Tue,6:49:44,Morning,49.48
CUS-880898248,ACC-2970114956,Malaysia,MYR,Robert,11107.3,POS,10/19/2021,October,Tue,6:39:39,Morning,52.23
CUS-72755508,ACC-53508546,Malaysia,MYR,Kimberly,6525.04,SALES-POS,10/19/2021,October,Tue,1:58:37,Morning,29.8
CUS-4023861240,ACC-854938045,Malaysia,MYR,James,14026.48,SALES-POS,10/19/2021,October,Tue,23:36:53,Night,31.93
CUS-880898248,ACC-2970114956,Malaysia,MYR,Robert,11069.79,POS,10/19/2021,October,Tue,20:17:07,Night,37.51
CUS-2110742437,ACC-2270192619,Malaysia,MYR,Darren,17245.06,SALES-POS,10/19/2021,October,Tue,1:56:44,Morning,22.57
CUS-1147642491,ACC-3233697971,Malaysia,MYR,Robin,13213.32,SALES-POS,10/19/2021,October,Tue,21:41:39,Night,44.3
CUS-497688347,ACC-211792489,Malaysia,MYR,Jacqueline,2879.85,POS,10/19/2021,October,Tue,23:39:21,Night,73.61
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,14976.88,POS,10/19/2021,October,Tue,6:43:42,Morning,9.03
CUS-3249305314,ACC-38923874,Malaysia,MYR,Ryan,41902.57,POS,10/19/2021,October,Tue,14:18:26,Afternoon,1178.89
CUS-1928710999,ACC-3084464802,Malaysia,MYR,Susan,10668.2,SALES-POS,10/19/2021,October,Tue,18:28:11,Evening,122.72
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1533.7,SALES-POS,10/19/2021,October,Tue,0:59:44,Morning,6
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1479.52,POS,10/19/2021,October,Tue,2:16:06,Morning,54.18
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,4912.07,POS,10/19/2021,October,Tue,21:09:39,Night,13.88
CUS-860700529,ACC-1903037542,Malaysia,MYR,Jeffrey,4209.97,POS,10/19/2021,October,Tue,17:56:13,Evening,11.26
CUS-1928710999,ACC-3084464802,Malaysia,MYR,Susan,10646.68,POS,10/19/2021,October,Tue,9:12:02,Morning,21.52
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1471.68,POS,10/19/2021,October,Tue,6:01:24,Morning,7.84
CUS-1896554896,ACC-90814749,Malaysia,MYR,Christopher,11049.36,POS,10/19/2021,October,Tue,22:38:57,Night,149.17
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,4818.54,SALES-POS,10/19/2021,October,Tue,12:22:36,Afternoon,93.53
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,4804.09,SALES-POS,10/19/2021,October,Tue,8:18:01,Morning,14.45
CUS-1604596597,ACC-1683215619,Malaysia,MYR,Barry,11682.51,SALES-POS,10/19/2021,October,Tue,0:19:20,Morning,54.24
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,65449.02,PAYMENT,10/19/2021,October,Tue,7:15:51,Morning,50
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,14971.67,POS,10/19/2021,October,Tue,0:22:47,Morning,5.21
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,5743,POS,10/19/2021,October,Tue,23:43:11,Night,22.51
CUS-1896554896,ACC-90814749,Malaysia,MYR,Christopher,11019.22,SALES-POS,10/19/2021,October,Tue,1:14:17,Morning,30.14
CUS-134193016,ACC-1788473090,Malaysia,MYR,Rachael,9807.89,INTER BANK,10/19/2021,October,Tue,16:54:10,Evening,66
CUS-2348881191,ACC-3536132544,Malaysia,MYR,Heather,8694.47,PAYMENT,10/19/2021,October,Tue,8:19:10,Morning,33
CUS-2599279756,ACC-414431115,Malaysia,MYR,Amy,5486.09,INTER BANK,10/19/2021,October,Tue,22:28:55,Night,18
CUS-3249305314,ACC-38923874,Malaysia,MYR,Ryan,43783.52,PAY/SALARY,10/19/2021,October,Tue,6:43:14,Morning,1880.95
CUS-3129499595,ACC-1443681913,Malaysia,MYR,Ryan,4586.25,SALES-POS,10/19/2021,October,Tue,0:00:11,Morning,55.04
CUS-1604596597,ACC-1683215619,Malaysia,MYR,Barry,11561.18,POS,10/19/2021,October,Tue,8:33:54,Morning,121.33
CUS-1896554896,ACC-90814749,Malaysia,MYR,Christopher,11003.07,POS,10/19/2021,October,Tue,19:57:11,Evening,16.15
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,5720.84,POS,10/19/2021,October,Tue,21:45:55,Night,22.16
CUS-1271030853,ACC-819621312,Malaysia,MYR,Michele,9203.9,SALES-POS,10/19/2021,October,Tue,18:35:05,Evening,25.74
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1922.11,SALES-POS,10/19/2021,October,Tue,8:22:30,Morning,4.76
